Instituição financeira;Código;Conglomerado;Conglomerado Financeiro;Conglomerado Prudencial;TCB;TC;TI;Cidade;UF;Data;Disponibilidades (a);Aplicações Interfinanceiras de Liquidez (b);TVM e Instrumentos Financeiros Derivativos (c);Operações de Crédito;;;Arrendamento Mercantil;;;;;Outros Créditos - Líquido de Provisão (f);Outros Ativos Realizáveis (g);Permanente Ajustado (h);Ativo Total Ajustado (i) = (a) + (b) + (c) + (d) + (e) + (f) + (g) + (h);Credores por Antecipação de Valor Residual (j);Ativo Total (k) = (i) - (j);
;;;;;;;;;;;;;;Operações de Crédito (d1);Provisão sobre Operações de Crédito (d2);Operações de Crédito Líquidas de Provisão (d);Arrendamento Mercantil a Receber (e1);Imobilizado de Arrendamento (e2);Credores por Antecipação de Valor Residual (e3);Provisão sobre Arrendamento Mercantil (e4);Arrendamento Mercantil Líquido de Provisão (e);;;;;;;
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.;28145829;;;81304;b4;1;5;VITORIA;ES;06/2020;561;238.384;295.127;718.399;-145.108;573.291;0;0;0;0;0;15.064;24.758;9.824;1.157.008;0;1.157.008
BANCO GUANABARA S.A.;31880826;;;81672;b1;2;8;RIO DE JANEIRO;RJ;06/2020;701;311.120;238.908;601.597;-41.169;560.428;0;0;0;0;0;1.417;39.369;3.138;1.155.081;0;1.155.081
COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO IGUACU - SICREDI IGUACU PR/SC/SP;84974278;;;;b3S;2;9;SAO JOAO;PR;06/2020;14.969;26.097;0;598.072;-27.610;570.463;0;0;0;0;0;34.735;467.923;40.429;1.154.617;0;1.154.617
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO ALIANÇA - SICREDI ALIANÇA PR/SP;79052122;;;;b3S;2;9;MARECHAL CANDIDO RONDON;PR;06/2020;10.535;18.389;0;663.139;-29.935;633.204;0;0;0;0;0;44.454;379.546;67.342;1.153.470;0;1.153.470
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC;78840071;;;;b3S;2;9;CONCORDIA;SC;06/2020;12.805;81.093;696;525.184;-36.321;488.864;0;0;0;0;0;7.901;513.392;36.892;1.141.643;0;1.141.643
NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO;74828799;;;81768;b1;3;8;PORTO ALEGRE;RS;06/2020;11.841;93.002;37.291;825.921;-19.621;806.300;0;8.362;8.362;0;16.723;171.636;3.002;4.687;1.144.482;8.362;1.136.121
COOPERATIVA DE CREDITO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO;31804966;;;;b3S;2;9;SANTA MARIA DE JETIBA;ES;06/2020;7.722;0;0;701.635;-82.569;619.066;0;0;0;0;0;10.140;459.047;38.208;1.134.182;0;1.134.182
GOLDMAN SACHS DO BRASIL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;9605581;GOLDMAN SACHS;51585;80714;n2;3;15;SAO PAULO;SP;06/2020;580;312.788;29.802;0;0;0;0;0;0;0;0;788.025;144;0;1.131.340;0;1.131.340
BANCO KEB HANA DO BRASIL S.A.;2318507;;;81232;b1;3;2;SAO PAULO;SP;06/2020;398;402.405;117.246;246.455;-343;246.112;0;0;0;0;0;101.413;255.183;1.121;1.123.879;0;1.123.879
COOPERATIVA DE CRÉDITO DO LESTE DE SANTA CATARINA E DO PARANÁ LTDA - UNICRED UNIÃO;74114042;;;;b3S;2;9;ITAJAI;SC;06/2020;3.584;0;0;577.165;-34.630;542.535;0;0;0;0;0;25.212;518.974;32.322;1.122.625;0;1.122.625
CONFEDERAÇÃO NACIONAL DAS COOPERATIVAS CENTRAIS UNICRED LTDA. - UNICRED DO BRASIL.;315557;;;;b3C;2;9;SAO PAULO;SP;06/2020;3.731;743.926;330.479;0;0;0;0;0;0;0;0;6.174;2.477;34.824;1.121.610;0;1.121.610
DESENBAHIA - AGENCIA DE FOMENTO DO ESTADO DA BAHIA S.A.;15163587;;;81067;n1;1;30;SALVADOR;BA;06/2020;102;290.810;157.392;601.731;-30.719;571.012;0;0;0;0;0;22.386;38.262;41.499;1.121.463;0;1.121.463
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SUDOESTE DE MINAS GERAIS E NORDESTE DE SÃO PAULO LTDA - SICOOB AGROCREDI;42873828;;;;b3S;2;9;GUAXUPE;MG;06/2020;11.243;0;511;407.433;-25.042;382.391;0;0;0;0;0;8.506;657.501;54.250;1.114.402;0;1.114.402
BANCO FORD S.A.;90731688;;;81782;b2;3;8;SAO BERNARDO DO CAMPO;SP;06/2020;929;379.261;0;677.458;-11.156;666.302;0;0;0;0;0;58.999;0;0;1.105.490;0;1.105.490
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO DA ZONA SUL - SICREDI ZONA SUL RS;90497256;;;;b3S;2;9;PELOTAS;RS;06/2020;16.008;39.909;306.285;575.129;-35.327;539.802;0;0;0;0;0;28.700;100.777;68.124;1.099.605;0;1.099.605
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;;;84105;n2;2;16;SAO PAULO;SP;06/2020;474;1.002.706;74.077;0;0;0;0;0;0;0;0;18.817;578;901;1.097.554;0;1.097.554
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CELEIRO SUL MINAS – SICREDI CELEIRO SUL MINAS RS/SC/MG;88099247;;;;b3S;2;9;CAMPO NOVO;RS;06/2020;6.878;28.014;216.400;660.627;-36.390;624.236;0;0;0;0;0;26.185;156.151;36.155;1.094.020;0;1.094.020
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO SUL RIOGRANDENSE - SICREDI UNIÃO METROPOLITANA RS;92796564;;;;b3S;2;9;PORTO ALEGRE;RS;06/2020;4.647;8.934;312.569;521.494;-30.771;490.723;0;0;0;0;0;50.272;198.437;26.392;1.091.975;0;1.091.975
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOROESTE RS – SICREDI NOROESTE RS;89049738;;;;b3S;2;9;TRES DE MAIO;RS;06/2020;6.175;33.783;200.919;625.148;-30.118;595.030;0;0;0;0;0;26.035;171.761;57.721;1.091.425;0;1.091.425
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO PARQUE DAS ARAUCARIAS - SICREDI PARQUE DAS ARAUCARIAS PR/SC/SP;82065285;;;;b3S;2;9;MARIOPOLIS;PR;06/2020;10.514;16.003;0;574.366;-31.226;543.141;0;0;0;0;0;35.927;434.641;33.775;1.073.999;0;1.073.999
SANTANDER SECURITIES SERVICES BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;62318407;SANTANDER;30379;80185;n2;3;16;SAO PAULO;SP;06/2020;3.705;474.273;0;0;0;0;0;0;0;0;0;49.387;141;538.911;1.066.418;0;1.066.418
PLURAL S.A. BANCO MÚLTIPLO;45246410;PLURAL;51839;80941;b1;2;8;RIO DE JANEIRO;RJ;06/2020;5.073;469.257;377.133;54.445;-1.318;53.127;0;0;0;0;0;55.178;36.918;66.564;1.063.250;0;1.063.250
SANTANDER CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS S.A.;51014223;SANTANDER;30379;80185;n2;3;15;SAO PAULO;SP;06/2020;6.807;161.760;428.953;0;0;0;0;0;0;0;0;453.131;2.195;1;1.052.845;0;1.052.845
BV LEASING - ARRENDAMENTO MERCANTIL S.A.;1858774;VOTORANTIM;51011;80484;n1;2;19;SAO PAULO;SP;06/2020;357;98.761;301.109;0;0;0;3;84.098;2.492;-1.807;84.786;558.596;534;0;1.044.143;2.492;1.041.651
COOPERATIVA DE CRÉDITO UNICRED SUL CATARINENSE LTDA - UNICRED SUL CATARINENSE;75847;;;;b3S;2;9;CRICIUMA;SC;06/2020;4.366;0;0;541.911;-14.035;527.875;0;0;0;0;0;2.299;462.180;30.762;1.027.482;0;1.027.482
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO INTEGRAÇÃO DE ESTADOS DO RIO GRANDE DO SUL E SANTA CATARINA - SICREDI INTEGRAÇÃO DE ESTADOS RS/SC;87781530;;;;b3S;2;9;PASSO FUNDO;RS;06/2020;5.327;25.957;182.513;585.575;-30.081;555.494;0;0;0;0;0;24.065;196.593;29.163;1.019.113;0;1.019.113
COOPERATIVA DE CRÉDITO SICOOB ENGECRED LTDA.;4388688;;;;b3S;2;9;GOIANIA;GO;06/2020;3.174;4.723;0;473.226;-20.332;452.894;0;0;0;0;0;6.101;516.543;30.103;1.013.539;0;1.013.539
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO BOTUCARAÍ – SICREDI BOTUCARAÍ RS/MG;87900601;;;;b3S;2;9;SOLEDADE;RS;06/2020;4.861;39.137;210.641;596.791;-36.444;560.347;0;0;0;0;0;22.876;128.427;46.539;1.012.828;0;1.012.828
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC;2843443;;;;b3S;2;9;JOINVILLE;SC;06/2020;7.294;7.562;244.117;554.372;-34.735;519.637;0;0;0;0;0;35.834;168.191;22.962;1.005.597;0;1.005.597
COOPERATIVA DE CRÉDITO NORTE DO ESPÍRITO SANTO - SICOOB NORTE;31815293;;;;b3S;2;9;SAO GABRIEL DA PALHA;ES;06/2020;18.507;0;0;565.819;-91.481;474.338;0;0;0;0;0;12.350;445.827;37.975;988.999;0;988.999
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DE ASSOCIADOS DO NOROESTE DE MATO GROSSO E ACRE – SICREDI NOROESTE MT E ACRE;33022690;;;;b3S;2;9;ARAPUTANGA;MT;06/2020;11.578;27.650;221.716;595.036;-31.733;563.303;0;0;0;0;0;36.488;86.869;36.743;984.348;0;984.348
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DE MATO GROSSO – SICREDI SUL MT;26549311;;;;b3S;2;9;RONDONOPOLIS;MT;06/2020;6.134;7.595;269.102;466.385;-33.654;432.732;0;0;0;0;0;34.324;187.565;42.007;979.461;0;979.461
COOPERATIVA DE CRÉDITO DO VALE DO ITAJAÍ E LITORAL CATARINENSE – SICREDI VALE LITORAL SC;10348181;;;;b3S;2;9;ITAPEMA;SC;06/2020;15.353;3.105;238.698;515.671;-29.934;485.737;0;0;0;0;0;38.590;168.898;25.003;975.384;0;975.384
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC;81367880;;;;b3S;2;9;TURVO;SC;06/2020;12.381;19.578;2.284;329.171;-6.156;323.015;0;0;0;0;0;5.084;579.773;25.987;968.102;0;968.102
EASYNVEST - TÍTULO CORRETORA DE VALORES SA;62169875;;;82877;n2;2;15;SAO PAULO;SP;06/2020;1.271;98.698;809.935;988;0;988;0;0;0;0;0;31.347;2.217;13.314;957.769;0;957.769
AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A.-BADESC;82937293;;;81074;n1;1;30;FLORIANOPOLIS;SC;06/2020;29;0;227.118;750.119;-59.842;690.277;0;0;0;0;0;13.981;19.832;3.126;954.364;0;954.364
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PLANALTO CENTRAL;10736214;;;;b3S;2;9;CRISTALINA;GO;06/2020;10.414;15.127;170.818;539.681;-30.908;508.773;0;0;0;0;0;32.597;184.954;27.730;950.412;0;950.412
J.P. MORGAN S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;33851205;JP MORGAN CHASE;20107;80116;n2;3;16;SAO PAULO;SP;06/2020;176;913.365;0;0;0;0;0;0;0;0;0;33.559;122;298;947.520;0;947.520
SICREDI ALAGOAS - COOPERATIVA DE CRÉDITO;41180092;;;;b3S;2;9;MACEIO;AL;06/2020;16.213;25.528;0;484.832;-16.578;468.254;0;0;0;0;0;25.339;360.146;37.623;933.104;0;933.104
COOPERATIVA DE CRÉDITO CENTRO LESTE - SICREDI CENTRO LESTE RS;88471024;;;;b3S;2;9;CACHOEIRA DO SUL;RS;06/2020;4.440;13.118;223.110;522.939;-29.836;493.103;0;0;0;0;0;22.789;138.071;33.912;928.542;0;928.542
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS AURIVERDE   SICOOB CREDIAL/SC;78858107;;;;b3S;2;9;CUNHA PORA;SC;06/2020;4.230;34.848;4.551;406.802;-10.739;396.064;0;0;0;0;0;4.715;449.675;32.029;926.111;0;926.111
COOPERATIVA DE CREDITO UNICRED DESBRAVADORA LTDA   UNICRED DESBRAVADORA SUL;1039011;;;;b3S;2;9;CHAPECO;SC;06/2020;4.551;0;0;491.412;-11.225;480.188;0;0;0;0;0;3.752;402.880;25.666;917.037;0;917.037
BANCO B3 S.A.;997185;;;81225;b1;2;2;SAO PAULO;SP;06/2020;1.641;792.686;106.432;0;0;0;0;0;0;0;0;9.270;624;782;911.436;0;911.436
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SERRA - SICREDI CENTRO SERRA RS;87067757;;;;b3S;2;9;AGUDO;RS;06/2020;3.984;99.281;329.875;355.790;-30.734;325.056;0;0;0;0;0;14.400;102.907;35.215;910.717;0;910.717
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO PROGRESSO - SICREDI PROGRESSO PR/SP;76059997;;;;b3S;2;9;TOLEDO;PR;06/2020;5.655;18.944;0;576.145;-27.361;548.784;0;0;0;0;0;30.806;269.312;34.225;907.727;0;907.727
BANCO SEMEAR S.A.;795423;;;81380;b1;2;8;BELO HORIZONTE;MG;06/2020;945;153.995;120.016;430.532;-38.104;392.429;0;0;0;0;0;174.724;55.584;4.801;902.493;0;902.493
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO VALE DO RIO PARDO - SICREDI VALE DO RIO PARDO RS;95424891;;;;b3S;2;9;SANTA CRUZ DO SUL;RS;06/2020;4.755;72.297;131.861;516.425;-23.117;493.308;0;0;0;0;0;19.375;134.113;30.472;886.181;0;886.181
BMG LEASING S.A. AM;34265561;BMG;30290;80178;n1;2;19;SAO PAULO;SP;06/2020;97;844.917;0;0;0;0;0;0;0;0;0;34.751;139;0;879.904;0;879.904
BANCO RIBEIRAO PRETO S.A.;517645;;;84349;b1;2;8;RIBEIRAO PRETO;SP;06/2020;264;107.998;113.336;540.048;-7.935;532.113;0;0;0;0;0;96.758;14.524;5.899;870.892;0;870.892
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED INTEGRAÇÃO LTDA.;73750424;;;;b3S;2;9;CAXIAS DO SUL;RS;06/2020;3.469;27.531;131;509.809;-19.600;490.209;0;0;0;0;0;4.719;314.402;24.904;865.364;0;865.364
COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAIPU SICOOB CREDITAIPU;81014060;;;;b3S;2;9;PINHALZINHO;SC;06/2020;6.800;42.323;76.482;390.507;-23.236;367.271;0;0;0;0;0;6.551;330.691;34.584;864.701;0;864.701
COOPERATIVA DE CRÉDITO LITORÂNEA;85291086;;;;b3S;2;9;JACINTO MACHADO;SC;06/2020;10.497;45.748;8.099;397.175;-14.479;382.696;0;0;0;0;0;5.344;372.352;39.358;864.094;0;864.094
BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;62375134;BRADESCO;10045;80075;n2;2;16;OSASCO;SP;06/2020;10;0;785.216;0;0;0;0;0;0;0;0;57.650;394;13.470;856.740;0;856.740
COOPERATIVA DE CRÉDITO INTEGRAÇÃO ROTA DAS TERRAS – SICREDI INTEGRAÇÃO ROTA DAS TERRAS RS/MG;87510475;;;;b3S;2;9;TAPERA;RS;06/2020;5.663;33.652;195.688;533.359;-33.447;499.912;0;0;0;0;0;16.045;68.471;35.134;854.565;0;854.565
FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;15581638;;;83704;n1;2;14;PORTO ALEGRE;RS;06/2020;1.631;3.282;11.279;829.108;-82.051;747.057;0;0;0;0;0;67.014;5.310;7.227;842.801;0;842.801
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC;78834975;;;;b3S;2;9;CANOINHAS;SC;06/2020;7.704;10.754;92;443.364;-32.929;410.435;0;0;0;0;0;3.691;369.948;26.204;828.827;0;828.827
COOPERATIVA DE CRÉDITO CREDIVAR LTDA. - SICOOB CREDIVAR;25798596;;;;b3S;2;9;VARGINHA;MG;06/2020;12.340;0;21;461.895;-20.789;441.106;0;0;0;0;0;7.024;324.774;37.723;822.988;0;822.988
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO;2282709;;;;b3S;2;9;ANAPOLIS;GO;06/2020;14.276;0;0;508.583;-20.633;487.950;0;0;0;0;0;4.015;291.047;24.567;821.855;0;821.855
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOSSA TERRA - SICREDI NOSSA TERRA PR/SP;81192106;;;;b3S;2;9;CAFELANDIA;PR;06/2020;7.934;11.251;0;396.511;-26.685;369.825;0;0;0;0;0;26.478;356.699;45.007;817.194;0;817.194
BANCO MONEO S.A.;7441209;;;81500;b2;2;8;CAXIAS DO SUL;RS;06/2020;14;66.810;0;703.469;-30.475;672.993;0;0;0;0;0;49.121;15.752;957;805.648;0;805.648
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO NORTE DO PARANÁ E SUL DE SÃO PAULO - SICREDI NORTE SUL PR/SP;79063574;;;;b3S;2;9;SANTO ANTONIO DA PLATINA;PR;06/2020;15.219;7.328;0;385.679;-17.865;367.814;0;0;0;0;0;32.498;348.006;33.596;804.462;0;804.462
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO CENTRO SUL - SICREDI CENTRO SUL PR/SC/RJ;78907607;;;;b3S;2;9;PRUDENTOPOLIS;PR;06/2020;7.784;21.922;0;416.079;-31.332;384.746;0;0;0;0;0;26.287;320.113;40.759;801.611;0;801.611
COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA SAÚDE E EMPRESÁRIOS DE MATO GROSSO;36900256;;;;b3S;2;9;CUIABA;MT;06/2020;1.919;0;0;474.414;-24.396;450.018;0;0;0;0;0;3.338;321.051;20.027;796.353;0;796.353
BANCO FATOR S.A.;33644196;FATOR;50122;80350;b1;2;8;SAO PAULO;SP;06/2020;143;11.000;438.931;42.803;-202;42.602;0;0;0;0;0;58.971;30.751;211.861;794.259;0;794.259
COOPERATIVA DE CRÉDITO SUL - SICOOB SUL;5888589;;;;b3S;2;9;CURITIBA;PR;06/2020;4.538;77.580;0;525.626;-23.608;502.017;0;0;0;0;0;5.215;180.169;16.499;786.019;0;786.019
SICREDI CEARÁ CENTRO NORTE - COOPERATIVA DE CRÉDITO DA REGIÃO CENTRO NORTE DO CEARÁ;72257793;;;;b3S;2;9;FORTALEZA;CE;06/2020;2.674;5.722;0;258.772;-15.394;243.378;0;0;0;0;0;23.406;482.106;27.961;785.246;0;785.246
UBS BRASIL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.;2819125;UBS;51877;80989;n2;3;15;SAO PAULO;SP;06/2020;423;98.499;229.692;0;0;0;0;0;0;0;0;415.147;2.096;37.665;783.522;0;783.522
COOPERATIVA DE CRÉDITO DOS PROPRIETÁRIOS DA INDÚSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCÁRIOS DO ESTADO DO ESPÍRITO SANTO - SICOOB CREDIROCHAS;3358914;;;;b3S;2;9;CACHOEIRO DE ITAPEMIRIM;ES;06/2020;8.560;7.920;303;403.825;-34.031;369.795;0;0;0;0;0;7.082;361.466;21.268;776.394;0;776.394
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO METROPOLITANA DE GOIÂNIA LTDA. - SECOVICRED;7599206;;;;b3S;2;9;GOIANIA;GO;06/2020;22.955;35.060;0;472.808;-76.807;396.001;0;0;0;0;0;13.269;274.269;34.405;775.960;0;775.960
BANCO CIFRA S.A.;62421979;BMG;30290;80178;b1;2;8;SAO PAULO;SP;06/2020;65;612.186;0;0;0;0;0;0;0;0;0;163.418;8;0;775.677;0;775.677
COOPERATIVA DE CRÉDITO POUPANÇA E INVESTIMENTO PANTANAL DO MATO GROSSO DO SUL - SICREDI PANTANAL MS;26408187;;;;b3S;2;9;MARACAJU;MS;06/2020;7.860;13.231;147.843;491.670;-23.960;467.710;0;0;0;0;0;16.491;90.842;26.084;770.061;0;770.061
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO DO SUL DO ESTADO DE SANTA CATARINA – SICREDI SUL SC;3793242;;;;b3S;2;9;CRICIUMA;SC;06/2020;5.947;4.426;128.838;431.976;-22.856;409.119;0;0;0;0;0;24.152;175.063;18.639;766.185;0;766.185
COOPERATIVA DE CRÉDITO COCRE;54401286;;;;b3S;2;9;PIRACICABA;SP;06/2020;8.380;25.743;0;321.013;-16.609;304.404;0;0;0;0;0;2.985;404.297;19.942;765.752;0;765.752
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO ENCOSTA SUPERIOR DO NORDESTE RS – SICREDI NORDESTE RS;95213211;;;;b3S;2;9;ROLANTE;RS;06/2020;6.412;10.809;115.273;452.278;-16.298;435.979;0;0;0;0;0;27.528;138.054;22.216;756.271;0;756.271
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI;1644264;;;;b3S;2;9;JOAO MONLEVADE;MG;06/2020;4.135;0;101;310.467;-11.681;298.787;0;0;0;0;0;3.752;417.084;27.715;751.573;0;751.573
COOPERATIVA DE CRÉDITO UNICRED VALE EUROPEU SANTA CATARINA LTDA - UNICRED VALE EUROPEU;73443863;;;;b3S;2;9;BLUMENAU;SC;06/2020;1.856;0;0;430.578;-15.203;415.375;0;0;0;0;0;1.570;307.587;20.126;746.514;0;746.514
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS;1727929;;;;b3S;2;9;PATOS DE MINAS;MG;06/2020;3.371;0;0;455.797;-23.559;432.238;0;0;0;0;0;5.133;288.127;17.611;746.479;0;746.479
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9313766;;;83591;n1;2;14;SAO PAULO;SP;06/2020;570;54.001;38.032;600.251;-54.279;545.972;0;0;0;0;0;49.164;55.056;3.319;746.114;0;746.114
MS BANK S.A. BANCO DE CÂMBIO;19307785;;;81294;b2;2;39;CURITIBA;PR;06/2020;46.223;25.001;36.264;0;0;0;0;0;0;0;0;634.158;510;1.662;743.818;0;743.818
COOPERATIVA CENTRAL DE CRÉDITO DA BAHIA LTDA – SICOOB CENTRAL BA;34148882;;;;b3C;2;9;SALVADOR;BA;06/2020;19;567.610;88.093;27.445;-137;27.308;0;0;0;0;0;768;105;49.947;733.851;0;733.851
LEASEPLAN ARRENDAMENTO MERCANTIL S.A.;4836002;;;82963;n1;3;19;BARUERI;SP;06/2020;48.135;0;0;0;0;0;17.292;599.631;0;-61;616.862;15.063;50.187;2.032;732.279;0;732.279
UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO;1736243;;;;b3S;2;9;CASCAVEL;PR;06/2020;682;0;0;254.187;-10.035;244.152;0;0;0;0;0;538;466.808;19.023;731.203;0;731.203
COOPERATIVA DE CRÉDITO DE CASCAVEL E REGIÃO - SICOOB CREDICAPITAL;4529074;;;;b3S;2;9;CASCAVEL;PR;06/2020;7.315;88.982;0;461.440;-24.580;436.861;0;0;0;0;0;10.477;161.730;22.409;727.774;0;727.774
COOPERATIVA CENTRAL DE CRÉDITO DO RIO DE JANEIRO LTDA.;14568725;;;;b3C;2;9;RIO DE JANEIRO;RJ;06/2020;136;651.498;27.482;18.339;0;18.339;0;0;0;0;0;1.600;100;28.593;727.748;0;727.748
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO NOVOS HORIZONTES - SICREDI NOVOS HORIZONTES PR/SP;7206072;;;;b3S;2;9;ARAPOTI;PR;06/2020;10.925;4.346;0;278.932;-11.791;267.141;0;0;0;0;0;14.239;402.028;21.038;719.718;0;719.718
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CRÉDITO DO PLANALTO CENTRAL LTDA - SICOOB PLANALTO CENTRAL;692214;;;;b3C;2;9;BRASILIA;DF;06/2020;4;321.485;30.293;170.716;-1.522;169.194;0;0;0;0;0;1.496;109;195.547;718.128;0;718.128
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO VALE DO VINHO - SICOOB VALE DO VINHO;81016131;;;;b3S;2;9;VIDEIRA;SC;06/2020;8.082;38.691;235.342;382.126;-28.792;353.334;0;0;0;0;0;3.405;50.388;26.215;715.456;0;715.456
COOPERATIVA DE CRÉDITO, POUPANÇA E INVESTIMENTO VALE DO JAGUARI E ZONA DA MATA – SICREDI VALE DO JAGUARI E ZONA DA MATA RS/MG;87780284;;;;b3S;2;9;SANTIAGO;RS;06/2020;3.367;13.521;171.165;428.005;-19.104;408.901;0;0;0;0;0;15.023;70.231;29.641;711.850;0;711.850
COOPERATIVA DE CRÉDITO DE EMPRESÁRIOS - SICOOB/TRANSCREDI;4247370;;;;b3S;2;9;CONCORDIA;SC;06/2020;7.106;0;125.279;450.351;-13.400;436.951;0;0;0;0;0;2.219;120.878;17.044;709.477;0;709.477
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE;41697103;;;;b3S;2;9;MANHUACU;MG;06/2020;8.514;0;0;466.835;-23.869;442.966;0;0;0;0;0;3.283;210.407;41.707;706.876;0;706.876
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA PIONEIRA - CRESOL PIONEIRA;971300;;;;b3S;2;9;DOIS VIZINHOS;PR;06/2020;6.222;0;0;547.277;-15.513;531.764;0;0;0;0;0;4.760;136.765;23.181;702.692;0;702.692
COOPERATIVA DE CREDITO, POUPANÇA E INVESTIMENTO RIO PARANA - SICREDI RIO PARANA PR/SP;81206039;;;;b3S;2;9;NOVA LONDRINA;PR;06/2020;13.561;11.423;0;393.029;-19.495;373.533;0;0;0;0;0;33.535;235.670;27.669;695.391;0;695.391
COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DO RIO DE JANEIRO E DO MATO GROSSO LTDA   UNICRED CENTRAL RJ/MT;86774775;;;;b3C;2;9;RIO DE JANEIRO;RJ;06/2020;8;0;465.148;0;0;0;0;0;0;0;0;1.638;218.531;9.937;695.262;0;695.262
BANCO PACCAR S.A.;28517628;;;84899;b2;3;8;PONTA GROSSA;PR;06/2020;110;91.340;26.003;544.950;-6.974;537.976;0;0;0;0;0;29.880;258;8.201;693.768;0;693.768
COOPERATIVA DE CRÉDITO DO NORTE CATARINENSE E SUL PARANAENSE - SICOOB CREDINORTE;81011686;;;;b3S;2;9;MAFRA;SC;06/2020;6.729;32.699;158.715;368.859;-20.348;348.511;0;0;0;0;0;4.264;116.341;25.776;693.035;0;693.035
